t,market_mvrv_more_155
2010-12-19,4.84952583694529
2010-12-20,3.99325580465482
2010-12-21,3.02045442081666
2010-12-22,3.14934654971516
2010-12-23,3.23154151063689
2010-12-24,3.31653890639883
2010-12-25,3.44751684650432
2010-12-26,4.06938400026502
2010-12-27,4.13172172690709
2010-12-28,4.50020930905404
2010-12-29,4.81772559229784
2010-12-30,4.83990505247867
2010-12-31,4.84496899368051
2011-01-01,4.83268368720381
2011-01-02,4.82876232356821
2011-01-03,4.75203383048186
2011-01-04,4.81868397409839
2011-01-05,4.81932454755828
2011-01-06,4.81374023700372
2011-01-07,5.17686859303579
2011-01-08,5.22392692225982
2011-01-09,5.22727852893772
2011-01-10,5.28997446051178
2011-01-11,5.26544935961709
2011-01-12,5.11412475495087
2011-01-13,5.07332207982803
2011-01-14,6.37955821471238
2011-01-15,6.1191337908733
2011-01-16,6.11630587887647
2011-01-17,5.51738924093165
2011-01-18,4.93750766565581
2011-01-19,4.92879496382783
2011-01-20,6.13277792438056
2011-01-21,6.59731577917784
2011-01-22,6.96930509308532
2011-01-23,6.94003955094475
2011-01-24,6.59159635823806
2011-01-25,6.43280887988394
2011-01-26,6.49031811017629
2011-01-27,6.60697551050671
2011-01-28,6.82073170310529
2011-01-29,6.88275586954839
2011-01-30,7.52109657267343
2011-01-31,8.62176957064078
2011-02-01,11.0939322108971
2011-02-02,11.2244407011764
2011-02-03,10.9258152637735
2011-02-04,12.7308335923505
2011-02-05,14.2505829543252
2011-02-06,14.0910473340892
2011-02-07,13.9882848581862
2011-02-08,14.4352284163895
2011-02-09,17.0617060901467
2011-02-10,15.3532117716495
2011-02-11,16.8539421896919
2011-02-12,17.0259263881913
2011-02-13,16.5574449472219
2011-02-14,16.9727027029498
2011-02-15,16.576307992612
2011-02-16,16.2428534610561
2011-02-17,16.4309431149516
2011-02-18,14.2079467846849
2011-02-19,15.0048495108911
2011-02-20,13.4593976990651
2011-02-21,13.2191792461978
2011-02-22,14.2583014157419
2011-02-23,14.2598311903247
2011-02-24,15.7467934909519
2011-02-25,14.4425547597336
2011-02-26,15.2057876328123
2011-02-27,14.1284359475654
2011-02-28,13.8548511422499
2011-03-01,14.6138353004697
2011-03-02,14.9353203111829
2011-03-03,14.9275072785388
2011-03-04,14.3277422904967
2011-03-05,14.470157009783
2011-03-06,14.1057669306468
2011-03-07,14.0810218033865
2011-03-08,13.8480641363455
2011-03-09,13.7642204124843
2011-03-10,14.8529337057881
2011-03-11,14.0095503861241
2011-03-12,14.5929302214226
2011-03-13,13.9808618777564
2011-03-14,13.927634293
2011-03-15,13.5267572051643
2011-03-16,13.2349423086139
2011-03-17,12.6695784132008
2011-03-18,12.4823849492047
2011-03-19,11.6346794405469
2011-03-20,11.223748404849
2011-03-21,11.4627668844345
2011-03-22,12.0548496672121
2011-03-23,12.5799375645546
2011-03-24,12.8630299978001
2011-03-25,13.0093244124077
2011-03-26,12.5284315912201
2011-03-27,12.0878403189994
2011-03-28,11.5940537514485
2011-03-29,11.3522706100682
2011-03-30,10.6484006410307
2011-03-31,10.3436934546027
2011-04-01,10.1076912363917
2011-04-02,10.12343636183
2011-04-03,10.0044031663855
2011-04-04,8.60433543107713
2011-04-05,8.91375101790691
2011-04-06,9.08446518152074
2011-04-07,9.19784276721144
2011-04-08,8.99456076314925
2011-04-09,8.7128358172187
2011-04-10,8.45417194480384
2011-04-11,8.728097402065
2011-04-12,7.88545928287609
2011-04-13,8.49803393260154
2011-04-14,8.97422132388856
2011-04-15,8.79457510409449
2011-04-16,9.32641693510621
2011-04-17,9.9675920145457
2011-04-18,10.0396233170037
2011-04-19,10.3560628280018
2011-04-20,9.75484737487051
2011-04-21,10.2351214713468
2011-04-22,11.845465361059
2011-04-23,13.8690756241049
2011-04-24,13.5334121197949
2011-04-25,13.0691699835049
2011-04-26,14.5532331303342
2011-04-27,15.360217585908
2011-04-28,17.7504553881315
2011-04-29,22.4957238392577
2011-04-30,25.8449692941098
2011-05-01,22.331088037006
2011-05-02,23.469395956991
2011-05-03,24.7503297612368
2011-05-04,24.6240133147542
2011-05-05,24.0373715507857
2011-05-06,24.8430330223722
2011-05-07,26.1450643367616
2011-05-08,27.6557276357018
2011-05-09,27.1193022588935
2011-05-10,41.3225380986998
2011-05-11,39.5358235835036
2011-05-12,47.2650719005741
2011-05-13,60.7689150880412
2011-05-14,52.0956795930693
2011-05-15,51.3049385130053
2011-05-16,57.5309138644861
2011-05-17,51.899400448263
2011-05-18,48.4302065783973
2011-05-19,49.5042447932901
2011-05-20,40.2097517637692
2011-05-21,44.0379098968203
2011-05-22,47.8786598183254
2011-05-23,49.1981204448489
2011-05-24,51.3337485248954
2011-05-25,57.9087709983971
2011-05-26,59.9511149330839
2011-05-27,57.9747749219291
2011-05-28,56.6024894559193
2011-05-29,56.6588360673702
2011-05-30,59.2823049584809
2011-05-31,58.2856305334573
2011-06-01,64.049293249919
2011-06-02,72.1957814801794
2011-06-03,95.0505656512009
2011-06-04,123.277266878938
2011-06-05,108.811699220375
2011-06-06,118.226323432384
2011-06-07,151.058272171204
2011-06-08,195.577841495092
2011-06-09,187.946069762835
2011-06-10,154.832804399556
2011-06-11,95.0233833098371
2011-06-12,120.073025100728
2011-06-13,122.792984571865
2011-06-14,121.414184880417
2011-06-15,131.194583096694
2011-06-16,119.382256645858
2011-06-17,104.897177707868
2011-06-18,107.349979501882
2011-06-19,110.143172730024
2011-06-20,107.624810887279
2011-06-21,105.714577500722
2011-06-22,104.961176026102
2011-06-23,105.974390585445
2011-06-24,107.39423282012
2011-06-25,102.900488708771
2011-06-26,92.0010967602168
2011-06-27,96.163445874756
2011-06-28,96.9299523136443
2011-06-29,96.5208440863739
2011-06-30,91.2794280905911
2011-07-01,86.4112653525817
2011-07-02,86.3993021424863
2011-07-03,86.0604205893058
2011-07-04,76.9473056086307
2011-07-05,70.0189672110298
2011-07-06,78.5871563510854
2011-07-07,78.680349572304
2011-07-08,73.3230229785931
2011-07-09,72.6049606431982
2011-07-10,72.4797598159121
2011-07-11,69.5126048731411
2011-07-12,67.2178444954713
2011-07-13,66.1579698558126
2011-07-14,65.5189823331701
2011-07-15,61.8509531656495
2011-07-16,60.0870947457001
2011-07-17,56.0019886245884
2011-07-18,57.7989405868475
2011-07-19,56.710157415199
2011-07-20,54.9289770642927
2011-07-21,53.8862505309154
2011-07-22,53.678736491257
2011-07-23,52.6205785951545
2011-07-24,53.6179680616049
2011-07-25,52.2513084565185
2011-07-26,51.3673338069516
2011-07-27,51.0403916631328
2011-07-28,48.9839700769968
2011-07-29,48.7342694091237
2011-07-30,48.0629693623974
2011-07-31,47.0073446500883
2011-08-01,44.0162474327036
2011-08-02,39.2258378813129
2011-08-03,22.9831528402094
2011-08-04,23.3800536953693
2011-08-05,20.9754545362603
2011-08-06,13.7427838968862
2011-08-07,17.5052920827889
2011-08-08,16.7965775822659
2011-08-09,20.1502221275606
2011-08-10,21.4302874486263
2011-08-11,20.1692615644902
2011-08-12,20.1501994353046
2011-08-13,21.4984100072476
2011-08-14,22.6860235739527
2011-08-15,23.3766801377916
2011-08-16,22.7582751794803
2011-08-17,22.7246042095089
2011-08-18,22.2865920908537
2011-08-19,24.0256238103531
2011-08-20,23.3741129359302
2011-08-21,23.0732147832881
2011-08-22,22.3840481107394
2011-08-23,22.1889739986572
2011-08-24,21.9955133974262
2011-08-25,19.1091205002236
2011-08-26,16.2528873447091
2011-08-27,17.0813145704509
2011-08-28,18.0614545435797
2011-08-29,17.7843662332862
2011-08-30,17.4169857862233
2011-08-31,16.2297251166728
2011-09-01,16.2544103712956
2011-09-02,17.0500273034909
2011-09-03,16.6268238746299
2011-09-04,15.9963252410062
2011-09-05,14.8867848589768
2011-09-06,13.4114997355891
2011-09-07,14.0005254433624
2011-09-08,12.7832427116336
2011-09-09,9.95436587406353
2011-09-10,9.28620252917797
2011-09-11,11.3674815338011
2011-09-12,11.8378106353651
2011-09-13,11.3400286731238
2011-09-14,10.7999891291096
2011-09-15,9.37589812314221
2011-09-16,9.37676733041232
2011-09-17,9.25067990837169
2011-09-18,10.1495268487504
2011-09-19,10.6729412072857
2011-09-20,11.8100081976659
2011-09-21,10.9044676139464
2011-09-22,10.5107024869652
2011-09-23,10.6289082845272
2011-09-24,10.4104215497942
2011-09-25,10.0488558338322
2011-09-26,9.09049083404357
2011-09-27,8.72159030982085
2011-09-28,8.69060452706247
2011-09-29,8.70698652974405
2011-09-30,9.21872104022743
2011-10-01,8.89838202618019
2011-10-02,8.70337034182994
2011-10-03,8.58276116367747
2011-10-04,8.36908116680755
2011-10-05,8.07317685653747
2011-10-06,6.2335653944132
2011-10-07,5.56863375824654
2011-10-08,5.16671667535711
2011-10-09,5.25232641471035
2011-10-10,5.13483525693177
2011-10-11,4.99011957287844
2011-10-12,5.01836807292148
2011-10-13,4.71253300397248
2011-10-14,4.53945607529967
2011-10-15,4.2310598543074
2011-10-16,3.8714250194139
2011-10-17,2.79396098374968
2011-10-18,2.48248759222916
2011-10-19,2.21488333071283
2011-10-20,2.30283629470859
2011-10-21,2.48224631088643
2011-10-22,3.03291777729352
2011-10-23,2.91033480008916
2011-10-24,2.30777547411835
2011-10-25,2.47733856536023
2011-10-26,2.40753739040751
2011-10-27,2.52416557552189
2011-10-28,2.62098277343482
2011-10-29,2.88961976301206
2011-10-30,2.58043489773609
2011-10-31,2.46787886961574
2011-11-01,2.28712661855222
2011-11-02,2.25300291227716
2011-11-03,2.13976547699089
2011-11-04,2.0476057892094
2011-11-05,1.5216151326058
2011-11-06,1.41835011699071
2011-11-07,1.32638655733509
2011-11-08,1.30017811260626
2011-11-09,1.21747105762558
2011-11-10,0.88363007961104
2011-11-11,0.835708834069582
2011-11-12,0.775515505634521
2011-11-13,0.741482833008864
2011-11-14,0.512731391458454
2011-11-15,0.541497922666772
2011-11-16,0.465414907358337
2011-11-17,0.398774365279131
2011-11-18,0.3561986212096
2011-11-19,0.359835645869649
2011-11-20,0.3574062779951
2011-11-21,0.351683023110898
2011-11-22,0.35381614009571
2011-11-23,0.347557612624911
2011-11-24,0.357302065630546
2011-11-25,0.36475757775948
2011-11-26,0.354880132879512
2011-11-27,0.352754019292137
2011-11-28,0.360767485726471
2011-11-29,0.383402539860475
2011-11-30,0.402982748296259
2011-12-01,0.419518401555243
2011-12-02,0.417659325179595
2011-12-03,0.372053497865356
2011-12-04,0.368294939017227
2011-12-05,0.370685307760572
2011-12-06,0.392553889514606
2011-12-07,0.386394635444936
2011-12-08,0.384905851209498
2011-12-09,0.379351443212893
2011-12-10,0.391392723368396
2011-12-11,0.415594937635239
2011-12-12,0.405014278597821
2011-12-13,0.412265173630226
2011-12-14,0.394832811162006
2011-12-15,0.404500930681565
2011-12-16,0.403205293268972
2011-12-17,0.402198440879406
2011-12-18,0.400651206566597
2011-12-19,0.441680906677193
2011-12-20,0.498220350262145
2011-12-21,0.484926428113303
2011-12-22,0.487427322830749
2011-12-23,0.490140623476863
2011-12-24,0.489352861318604
2011-12-25,0.525626915587475
2011-12-26,0.496046017413087
2011-12-27,0.509197883631148
2011-12-28,0.517718734746842
2011-12-29,0.516529500997399
2011-12-30,0.522751950356466
2011-12-31,0.580144242944428
2012-01-01,0.646195607990853
2012-01-02,0.640880907331278
2012-01-03,0.597150395310215
2012-01-04,0.684453997506416
2012-01-05,0.854482972372678
2012-01-06,0.819319540030963
2012-01-07,0.834312158244467
2012-01-08,0.874871565421573
2012-01-09,0.760753774892491
2012-01-10,0.793110358441246
2012-01-11,0.8488735094113
2012-01-12,0.814367710872031
2012-01-13,0.78682896482598
2012-01-14,0.826576810683237
2012-01-15,0.859994847820146
2012-01-16,0.813390964781798
2012-01-17,0.686279159388153
2012-01-18,0.723414885094942
2012-01-19,0.77329454212366
2012-01-20,0.778440453954656
2012-01-21,0.742378697431297
2012-01-22,0.757499352117655
2012-01-23,0.773401308232181
2012-01-24,0.759290809814558
2012-01-25,0.705687717002917
2012-01-26,0.648937586145374
2012-01-27,0.639444642801714
2012-01-28,0.686312438467309
2012-01-29,0.653326732733967
2012-01-30,0.665287384845389
2012-01-31,0.664262941644864
2012-02-01,0.735139160192837
2012-02-02,0.739482725326414
2012-02-03,0.720649792838561
2012-02-04,0.710904243060655
2012-02-05,0.683705622995018
2012-02-06,0.660318942491035
2012-02-07,0.687504731685177
2012-02-08,0.686123684382296
2012-02-09,0.708170859024019
2012-02-10,0.719799714235759
2012-02-11,0.681093265746612
2012-02-12,0.670435945088858
2012-02-13,0.65623025152158
2012-02-14,0.548074154625596
2012-02-15,0.542525289875325
2012-02-16,0.524361597063147
2012-02-17,0.537411689551693
2012-02-18,0.530629630922154
2012-02-19,0.542657333964442
2012-02-20,0.543625583623454
2012-02-21,0.534866434025895
2012-02-22,0.553025180401713
2012-02-23,0.624476094168971
2012-02-24,0.625950814028895
2012-02-25,0.594122101867617
2012-02-26,0.61372751444386
2012-02-27,0.618023967644478
2012-02-28,0.606316851991054
2012-02-29,0.611966428809754
2012-03-01,0.620099238722356
2012-03-02,0.5946284493055
2012-03-03,0.585053015894606
2012-03-04,0.608936765947619
2012-03-05,0.607085698116416
2012-03-06,0.630794741072422
2012-03-07,0.622053951559903
2012-03-08,0.623482326182588
2012-03-09,0.615171358836966
2012-03-10,0.612756197516876
2012-03-11,0.621172512819446
2012-03-12,0.62253339682176
2012-03-13,0.669920596946207
2012-03-14,0.684857618869824
2012-03-15,0.680475173769768
2012-03-16,0.679810884881809
2012-03-17,0.66013102015789
2012-03-18,0.671175457789192
2012-03-19,0.597271503528897
2012-03-20,0.621090571521481
2012-03-21,0.619072928860301
2012-03-22,0.613415879676234
2012-03-23,0.601758020880925
2012-03-24,0.603046366079273
2012-03-25,0.588651444172836
2012-03-26,0.60443082280506
2012-03-27,0.6247568615442
2012-03-28,0.625324941605708
2012-03-29,0.622230217608216
2012-03-30,0.646229382620212
2012-03-31,0.652065823566269
2012-04-01,0.644448924360729
2012-04-02,0.6661859805035
2012-04-03,0.665959915278127
2012-04-04,0.655844899280491
2012-04-05,0.66249758463452
2012-04-06,0.663478144379922
2012-04-07,0.634905746690969
2012-04-08,0.645095490591935
2012-04-09,0.649220099248223
2012-04-10,0.651891923268604
2012-04-11,0.660510047901486
2012-04-12,0.672584085989653
2012-04-13,0.673991131956107
2012-04-14,0.677795109291522
2012-04-15,0.683289031275729
2012-04-16,0.679483732676688
2012-04-17,0.684520740817567
2012-04-18,0.708102148696915
2012-04-19,0.729781336690784
2012-04-20,0.767970391504904
2012-04-21,0.750819561016111
2012-04-22,0.745828387717724
2012-04-23,0.737861120876853
2012-04-24,0.729196603840765
2012-04-25,0.734821024812202
2012-04-26,0.727288296456468
2012-04-27,0.729204712160758
2012-04-28,0.711183958100849
2012-04-29,0.702808046436344
2012-04-30,0.713115310298756
2012-05-01,0.723166991477254
2012-05-02,0.72910231024336
2012-05-03,0.740185312289501
2012-05-04,0.739603978985958
2012-05-05,0.732660891808016
2012-05-06,0.736448618320115
2012-05-07,0.736506800398136
2012-05-08,0.737569451094152
2012-05-09,0.7286659326927
2012-05-10,0.726988957301316
2012-05-11,0.727048664941793
2012-05-12,0.722073151728413
2012-05-13,0.720881528669077
2012-05-14,0.732833246221765
2012-05-15,0.733227342971039
2012-05-16,0.741774257608482
2012-05-17,0.749806159234446
2012-05-18,0.757169182279058
2012-05-19,0.756709616545212
2012-05-20,0.759671391249625
2012-05-21,0.761948126044176
2012-05-22,0.76308835049722
2012-05-23,0.771944501877758
2012-05-24,0.774517122253974
2012-05-25,0.778452387042402
2012-05-26,0.777466738483328
2012-05-27,0.777520298460058
2012-05-28,0.782860572755768
2012-05-29,0.785205914806594
2012-05-30,0.783482840699397
2012-05-31,0.796145836085887
2012-06-01,0.808263756728513
2012-06-02,0.787522688462302
2012-06-03,0.80256237353372
2012-06-04,0.811968991573928
2012-06-05,0.834604362342504
2012-06-06,0.837012518352439
2012-06-07,0.864053525660984
2012-06-08,0.870231058501137
2012-06-09,0.858977626141669
2012-06-10,0.844199073300111
2012-06-11,0.863228752780661
2012-06-12,0.885349347785356
2012-06-13,0.912614052572221
2012-06-14,0.919822192598625
2012-06-15,1.01296942151368
2012-06-16,0.996479880893864
2012-06-17,0.951889987667784
2012-06-18,0.973140186350071
2012-06-19,1.00546186973957
2012-06-20,1.03957484547456
2012-06-21,1.03819056740425
2012-06-22,1.01412022537784
2012-06-23,1.00062381552284
2012-06-24,0.987060871664429
2012-06-25,0.98038120703698
2012-06-26,1.00207768352383
2012-06-27,1.03125328238136
2012-06-28,1.02359274541981
2012-06-29,1.03769096724921
2012-06-30,1.04142868923565
2012-07-01,1.03056690805569
2012-07-02,1.05276171212008
2012-07-03,1.00492839614899
2012-07-04,1.01449106523913
2012-07-05,1.03801783995416
2012-07-06,1.04240965341058
2012-07-07,1.06858015386496
2012-07-08,1.06363238778485
2012-07-09,1.08714515486321
2012-07-10,1.15011088456033
2012-07-11,1.14613014013129
2012-07-12,1.22722505570561
2012-07-13,1.22114047575861
2012-07-14,1.2296204078297
2012-07-15,1.23792214167578
2012-07-16,1.36938081661977
2012-07-17,1.42125064667094
2012-07-18,1.48501383720071
2012-07-19,1.44492703821807
2012-07-20,1.3898031012963
2012-07-21,1.44190091792978
2012-07-22,1.38987636932712
2012-07-23,1.37796071318085
2012-07-24,1.39763424474107
2012-07-25,1.43361441559531
2012-07-26,1.4355221768366
2012-07-27,1.44657144600593
2012-07-28,1.447020807879
2012-07-29,1.4155447244717
2012-07-30,1.48761692044159
2012-07-31,1.53283483104866
2012-08-01,1.55922076188452
2012-08-02,1.69831199125027
2012-08-03,1.77977198754524
2012-08-04,1.7762877902592
2012-08-05,1.77517995066097
2012-08-06,1.7941004489245
2012-08-07,1.79169859722175
2012-08-08,1.82146283928952
2012-08-09,1.82927440986693
2012-08-10,1.88554405165861
2012-08-11,1.89950942131765
2012-08-12,1.91807037766006
2012-08-13,1.97447817180304
2012-08-14,2.01231740995755
2012-08-15,2.17833672081169
2012-08-16,2.22528373308858
2012-08-17,1.89971470873072
2012-08-18,1.88965766850799
2012-08-19,1.30894416580149
2012-08-20,1.62996390303454
2012-08-21,1.63250783196992
2012-08-22,1.60886975794456
2012-08-23,1.66760040033804
2012-08-24,1.75260801363003
2012-08-25,1.74395620110439
2012-08-26,1.75103958623904
2012-08-27,1.78983925438098
2012-08-28,1.80633446750358
2012-08-29,1.7842929764785
2012-08-30,1.76653983456877
2012-08-31,1.67047727648042
2012-09-01,1.6533009008315
2012-09-02,1.69055641110558
2012-09-03,1.74056285901965
2012-09-04,1.72084891075584
2012-09-05,1.82288332411796
2012-09-06,1.84086986943342
2012-09-07,1.82789622031593
2012-09-08,1.8322455885864
2012-09-09,1.82757070918173
2012-09-10,1.8457383764805
2012-09-11,1.86250498537935
2012-09-12,1.87303888102804
2012-09-13,1.8821145816974
2012-09-14,1.94911091136023
2012-09-15,1.94168082340502
2012-09-16,1.97444843246024
2012-09-17,1.98375045445574
2012-09-18,2.05857894253889
2012-09-19,2.09679663468789
2012-09-20,2.06674806155797
2012-09-21,2.07035155462529
2012-09-22,2.05244766677447
2012-09-23,2.04104216582617
2012-09-24,2.03061675026527
2012-09-25,2.03704832729662
2012-09-26,2.07546279259682
2012-09-27,2.07325613052569
2012-09-28,2.04456306855298
2012-09-29,2.09474268194343
2012-09-30,2.09036358008385
2012-10-01,2.09142871844208
2012-10-02,2.15561274683413
2012-10-03,2.12962831176728
2012-10-04,2.15414778011667
2012-10-05,2.14324150523557
2012-10-06,2.11582634871211
2012-10-07,1.99482941750155
2012-10-08,1.98164220884812
2012-10-09,2.01335862956443
2012-10-10,2.04847564423487
2012-10-11,2.05043401206027
2012-10-12,2.02178646547991
2012-10-13,2.01216650147694
2012-10-14,1.97823354341217
2012-10-15,2.00318316807218
2012-10-16,2.01819944606439
2012-10-17,2.01494201623177
2012-10-18,2.02374390070099
2012-10-19,1.99307456563067
2012-10-20,1.97845353675803
2012-10-21,1.97802698815932
2012-10-22,1.99053933966081
2012-10-23,1.98764926962224
2012-10-24,1.96867275723742
2012-10-25,1.82483445513791
2012-10-26,1.71136353101024
2012-10-27,1.7597020813826
2012-10-28,1.81179101990209
2012-10-29,1.80257434103936
2012-10-30,1.83059159382137
2012-10-31,1.87389052269273
2012-11-01,1.79825979335774
2012-11-02,1.79307640408392
2012-11-03,1.80071207675566
2012-11-04,1.83679649515763
2012-11-05,1.81893801540384
2012-11-06,1.84092249173825
2012-11-07,1.84886096265017
2012-11-08,1.83564837444504
2012-11-09,1.83992449522868
2012-11-10,1.85023505117381
2012-11-11,1.79231458733556
2012-11-12,1.8680715656409
2012-11-13,1.85045586242199
2012-11-14,1.86277650360248
2012-11-15,1.90258696653926
2012-11-16,1.99794866982612
2012-11-17,1.99360656571742
2012-11-18,1.97678636772578
2012-11-19,1.99293660530487
2012-11-20,1.9976309466472
2012-11-21,1.98723489915184
2012-11-22,2.09458595260211
2012-11-23,2.08903027179065
2012-11-24,2.10071447999604
2012-11-25,2.12050919032114
2012-11-26,2.07421744053783
2012-11-27,2.05253460801578
2012-11-28,2.08741627428812
2012-11-29,2.11217493856074
2012-11-30,2.12424512375176
2012-12-01,2.1233133944822
2012-12-02,2.10967610025016
2012-12-03,2.14635492147297
2012-12-04,2.26258576319647
2012-12-05,2.22671716368103
2012-12-06,2.25250013020696
2012-12-07,2.26363008758014
2012-12-08,2.28010984688194
2012-12-09,2.23985342921396
2012-12-10,2.2659084980899
2012-12-11,2.28435176001022
2012-12-12,2.28976261192744
2012-12-13,2.30571542936064
2012-12-14,2.28399257084549
2012-12-15,2.26514159800522
2012-12-16,2.23893638256157
2012-12-17,2.21020246967335
2012-12-18,2.2113970798167
2012-12-19,2.25204370259518
2012-12-20,2.24208731993539
2012-12-21,2.23191836093239
2012-12-22,2.21505804239552
2012-12-23,2.20791016902054
2012-12-24,2.21581303232584
2012-12-25,2.2056379427382
2012-12-26,2.21433696347742
2012-12-27,2.20653348872267
2012-12-28,2.20636278014199
2012-12-29,2.20013052642584
2012-12-30,2.20736865625517
2012-12-31,2.21313805388266
2013-01-01,2.15880815127833
2013-01-02,2.12326104716978
2013-01-03,2.14861186624959
2013-01-04,2.13971519921451
2013-01-05,2.1341299662983
2013-01-06,2.13166135753768
2013-01-07,2.13766133728672
2013-01-08,2.18380521273783
2013-01-09,2.19720075360112
2013-01-10,2.25415383941692
2013-01-11,2.25049816595182
2013-01-12,2.22959579499574
2013-01-13,2.18635448677044
2013-01-14,2.23741611862076
2013-01-15,2.27261532224099
2013-01-16,2.30025724680817
2013-01-17,2.45680187658846
2013-01-18,2.46595264123707
2013-01-19,2.44301658456661
2013-01-20,2.42628897255752
2013-01-21,2.59540446740917
2013-01-22,2.71067960343373
2013-01-23,2.73051982227829
2013-01-24,2.69797886023684
2013-01-25,2.72810366263419
2013-01-26,2.70484847591664
2013-01-27,2.72535296404373
2013-01-28,2.90222835866512
2013-01-29,3.00512769867467
2013-01-30,3.01666834301442
2013-01-31,3.17154954912925
2013-02-01,3.16395795533467
2013-02-02,3.06640119181528
2013-02-03,3.13897500968282
2013-02-04,3.14539144087739
2013-02-05,3.18155637186624
2013-02-06,3.23408896518512
2013-02-07,3.35684561714924
2013-02-08,3.47689630646842
2013-02-09,3.58495598651792
2013-02-10,3.66247027606296
2013-02-11,3.70270488179473
2013-02-12,3.89853144011393
2013-02-13,3.86179978246695
2013-02-14,4.23111269609361
2013-02-15,4.17016879576207
2013-02-16,4.23910590601643
2013-02-17,4.14680283544809
2013-02-18,4.13669640160278
2013-02-19,4.49787415511981
2013-02-20,4.58577505485077
2013-02-21,4.57277535918834
2013-02-22,4.62807157630231
2013-02-23,4.52012059941848
2013-02-24,4.5190469008616
2013-02-25,4.57858148153634
2013-02-26,4.67077345342605
2013-02-27,4.70656202043438
2013-02-28,5.01771908204756
2013-03-01,5.16779777333623
2013-03-02,5.08716567773961
2013-03-03,5.10399421038692
2013-03-04,5.41948200012349
2013-03-05,6.06825836144969
